CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
4076	51	-28	1482	100
4077	51	-28	1483	100
4078	50	-28	1484	100
4079	50	-28	1485	100
4080	50	-28	1486	100
4081	50	-28	1487	100
4082	50	-28	1488	100
4083	50	-28	1489	100
4084	49	-28	1490	100
4085	49	-28	1490	100
4086	49	-28	1491	100
4087	49	-28	1492	100
4088	49	-28	1493	100
4089	49	-28	1494	100
4090	48	-28	1495	100
4091	48	-28	1496	100
4092	48	-28	1497	100
4093	48	-28	1498	100
4094	48	-28	1499	100
4095	48	-27	1499	100
4096	47	-27	1500	100
4097	47	-27	1501	100
4098	47	-27	1502	100
4099	47	-27	1503	100
4100	47	-27	1504	100
4101	47	-27	1505	100
4102	47	-27	1506	100
4103	46	-27	1507	100
4104	46	-27	1508	100
4105	46	-27	1508	100
4106	46	-27	1509	100
4107	46	-27	1510	100
4108	46	-27	1511	100
4109	45	-27	1512	100
4110	45	-27	1513	100
4111	45	-27	1514	100
4112	45	-27	1515	100
4113	45	-27	1516	100
4114	45	-27	1517	100
4115	44	-27	1517	100
4116	44	-27	1518	100
4117	44	-26	1519	100
4118	44	-26	1520	100
4119	44	-26	1521	100
4120	44	-26	1522	100
4121	43	-26	1523	100
4122	43	-26	1524	100
4123	43	-26	1525	100
4124	43	-26	1526	100
4125	43	-26	1526	100
4126	43	-26	1527	100
4127	43	-26	1528	100
4128	42	-26	1529	100
4129	42	-26	1530	100
4130	42	-26	1531	100
4131	42	-26	1532	100
4132	42	-26	1533	100
4133	42	-26	1534	100
4134	41	-26	1535	100
4135	41	-26	1535	100
4136	41	-26	1536	100
4137	41	-25	1537	100
4138	41	-25	1538	100
4139	41	-25	1539	100
4140	40	-25	1540	100
4141	40	-25	1541	100
4142	40	-25	1542	100
4143	40	-25	1543	100
4144	40	-25	1544	100
4145	40	-25	1544	100
4146	40	-25	1545	100
4147	39	-25	1546	100
4148	39	-25	1547	100
4149	39	-25	1548	100
4150	39	-25	1549	100
4151	39	-25	1550	100
4152	39	-25	1551	100
4153	38	-25	1552	100
4154	38	-25	1553	100
4155	38	-24	1553	100
4156	38	-24	1554	100
4157	38	-24	1555	100
4158	38	-24	1556	100
4159	37	-24	1557	100
4160	37	-24	1558	100
4161	37	-24	1559	100
4162	37	-24	1560	100
4163	37	-24	1561	100
4164	37	-24	1562	100
4165	37	-24	1562	100
4166	36	-24	1563	100
4167	36	-24	1564	100
4168	36	-24	1565	100
4169	36	-24	1566	100
4170	36	-24	1567	100
4171	36	-23	1568	100
4172	35	-23	1569	100
4173	35	-23	1570	100
4174	35	-23	1571	100
4175	35	-23	1571	100
4176	35	-23	1572	100
4177	35	-23	1573	100
4178	35	-23	1574	100
4179	34	-23	1575	100
4180	34	-23	1576	100
4181	34	-23	1577	100
4182	34	-23	1578	100
4183	34	-23	1579	100
4184	34	-23	1580	100
4185	33	-23	1580	100
4186	33	-23	1581	100
4187	33	-22	1582	100
4188	33	-22	1583	100
4189	33	-22	1584	100
4190	33	-22	1585	100
4191	33	-22	1586	100
4192	32	-22	1587	100
4193	32	-22	1587	100
4194	32	-22	1588	100
4195	32	-22	1589	100
4196	32	-22	1590	100
4197	32	-22	1591	100
4198	32	-22	1592	100
4199	31	-22	1593	100
4200	31	-22	1594	100
4201	31	-22	1594	100
4202	31	-21	1595	100
4203	31	-21	1596	100
4204	31	-21	1597	100
4205	31	-21	1598	100
4206	30	-21	1599	100
4207	30	-21	1600	100
4208	30	-21	1600	100
4209	30	-21	1601	100
4210	30	-21	1602	100
4211	30	-21	1603	100
4212	30	-21	1604	100
4213	29	-21	1605	100
4214	29	-21	1605	100
4215	29	-21	1606	100
4216	29	-21	1607	100
4217	29	-20	1608	100
4218	29	-20	1609	100
4219	29	-20	1610	100
4220	28	-20	1610	100
4221	28	-20	1611	100
4222	28	-20	1612	100
4223	28	-20	1613	100
4224	28	-20	1614	100
4225	28	-20	1615	100
4226	28	-20	1615	100
4227	27	-20	1616	100
4228	27	-20	1617	100
4229	27	-20	1618	100
4230	27	-20	1619	100
4231	27	-20	1619	100
4232	27	-19	1620	100
4233	27	-19	1621	100
4234	27	-19	1622	100
4235	26	-19	1623	100
4236	26	-19	1623	100
4237	26	-19	1624	100
4238	26	-19	1625	100
4239	26	-19	1626	100
4240	26	-19	1627	100
4241	26	-19	1627	100
4242	26	-19	1628	100
4243	25	-19	1629	100
4244	25	-19	1630	100
4245	25	-19	1631	100
4246	25	-19	1631	100
4247	25	-18	1632	100
4248	25	-18	1633	100
4249	25	-18	1634	100
4250	24	-18	1634	100
4251	24	-18	1635	100
4252	24	-18	1636	100
4253	24	-18	1637	100
4254	24	-18	1637	100
4255	24	-18	1638	100
4256	24	-18	1639	100
4257	24	-18	1640	100
4258	23	-18	1641	100
4259	23	-18	1641	100
4260	23	-18	1642	100
4261	23	-18	1643	100
4262	23	-17	1644	100
4263	23	-17	1644	100
4264	23	-17	1645	100
4265	23	-17	1646	100
4266	23	-17	1647	100
4267	22	-17	1647	100
4268	22	-17	1648	100
4269	22	-17	1649	100
4270	22	-17	1649	100
4271	22	-17	1650	100
4272	22	-17	1651	100
4273	22	-17	1652	100
4274	22	-17	1652	100
4275	21	-17	1653	100
4276	21	-16	1654	100
4277	21	-16	1655	100
4278	21	-16	1655	100
4279	21	-16	1656	100
4280	21	-16	1657	100
4281	21	-16	1657	100
4282	21	-16	1658	100
4283	21	-16	1659	100
4284	20	-16	1660	100
4285	20	-16	1660	100
4286	20	-16	1661	100
4287	20	-16	1662	100
4288	20	-16	1662	100
4289	20	-16	1663	100
4290	20	-16	1664	100
4291	20	-15	1665	100
4292	20	-15	1665	100
4293	19	-15	1666	100
4294	19	-15	1667	100
4295	19	-15	1667	100
4296	19	-15	1668	100
4297	19	-15	1669	100
4298	19	-15	1669	100
4299	19	-15	1670	100
4300	19	-15	1671	100
4301	19	-15	1671	100
4302	18	-15	1672	100
4303	18	-15	1673	100
4304	18	-15	1673	100
4305	18	-15	1674	100
4306	18	-14	1675	100
4307	18	-14	1675	100
4308	18	-14	1676	100
4309	18	-14	1677	100
4310	18	-14	1677	100
4311	18	-14	1678	100
4312	17	-14	1679	100
4313	17	-14	1679	100
4314	17	-14	1680	100
4315	17	-14	1681	100
4316	17	-14	1681	100
4317	17	-14	1682	100
4318	17	-14	1683	100
4319	17	-14	1683	100
4320	17	-14	1684	100
4321	17	-13	1685	100
4322	16	-13	1685	100
4323	16	-13	1686	100
4324	16	-13	1687	100
4325	16	-13	1687	100
4326	16	-13	1688	100
4327	16	-13	1689	100
4328	16	-13	1689	100
4329	16	-13	1690	100
4330	16	-13	1690	100
4331	16	-13	1691	100
4332	15	-13	1692	100
4333	15	-13	1692	100
4334	15	-13	1693	100
4335	15	-13	1694	100
4336	15	-13	1694	100
4337	15	-12	1695	100
4338	15	-12	1695	100
4339	15	-12	1696	100
4340	15	-12	1697	100
4341	15	-12	1697	100
4342	14	-12	1698	100
4343	14	-12	1698	100
4344	14	-12	1699	100
4345	14	-12	1700	100
4346	14	-12	1700	100
4347	14	-12	1701	100
4348	14	-12	1701	100
4349	14	-12	1702	100
4350	14	-12	1703	100
4351	14	-12	1703	100
4352	14	-11	1704	100
4353	14	-11	1704	100
4354	13	-11	1705	100
4355	13	-11	1706	100
4356	13	-11	1706	100
4357	13	-11	1707	100
4358	13	-11	1707	100
4359	13	-11	1708	100
4360	13	-11	1708	100
4361	13	-11	1709	100
4362	13	-11	1710	100
4363	13	-11	1710	100
4364	13	-11	1711	100
4365	12	-11	1711	100
4366	12	-11	1712	100
4367	12	-11	1712	100
4368	12	-10	1713	100
4369	12	-10	1714	100
4370	12	-10	1714	100
4371	12	-10	1715	100
4372	12	-10	1715	100
4373	12	-10	1716	100
4374	12	-10	1716	100
4375	12	-10	1717	100
4376	12	-10	1717	100
4377	11	-10	1718	100
4378	11	-10	1718	100
4379	11	-10	1719	100
4380	11	-10	1720	100
4381	11	-10	1720	100
4382	11	-10	1721	100
4383	11	-10	1721	100
4384	11	-10	1722	100
4385	11	-9	1722	100
4386	11	-9	1723	100
4387	11	-9	1723	100
4388	11	-9	1724	100
4389	11	-9	1724	100
4390	10	-9	1725	100
4391	10	-9	1725	100
4392	10	-9	1726	100
4393	10	-9	1726	100
4394	10	-9	1727	100
4395	10	-9	1727	100
4396	10	-9	1728	100
4397	10	-9	1728	100
4398	10	-9	1729	100
4399	10	-9	1729	100
4400	10	-9	1730	100
4401	10	-9	1730	100
4402	10	-8	1731	100
4403	9	-8	1731	100
4404	9	-8	1732	100
4405	9	-8	1732	100
4406	9	-8	1733	100
4407	9	-8	1733	100
4408	9	-8	1734	100
4409	9	-8	1734	100
4410	9	-8	1735	100
4411	9	-8	1735	100
4412	9	-8	1736	100
4413	9	-8	1736	100
4414	9	-8	1737	100
4415	9	-8	1737	100
4416	9	-8	1738	100
4417	9	-8	1738	100
4418	8	-8	1739	100
4419	8	-8	1739	100
4420	8	-7	1740	100
4421	8	-7	1740	100
4422	8	-7	1741	100
4423	8	-7	1741	100
4424	8	-7	1741	100
4425	8	-7	1742	100
4426	8	-7	1742	100
4427	8	-7	1743	100
4428	8	-7	1743	100
4429	8	-7	1744	100
4430	8	-7	1744	100
4431	8	-7	1745	100
4432	8	-7	1745	100
4433	7	-7	1746	100
4434	7	-7	1746	100
4435	7	-7	1746	100
4436	7	-7	1747	100
4437	7	-7	1747	100
4438	7	-7	1748	100
4439	7	-6	1748	100
4440	7	-6	1749	100
4441	7	-6	1749	100
4442	7	-6	1749	100
4443	7	-6	1750	100
4444	7	-6	1750	100
4445	7	-6	1751	100
4446	7	-6	1751	100
4447	7	-6	1752	100
4448	7	-6	1752	100
4449	6	-6	1752	100
4450	6	-6	1753	100
4451	6	-6	1753	100
4452	6	-6	1754	100
4453	6	-6	1754	100
4454	6	-6	1754	100
4455	6	-6	1755	100
4456	6	-6	1755	100
4457	6	-6	1756	100
4458	6	-6	1756	100
4459	6	-5	1756	100
4460	6	-5	1757	100
4461	6	-5	1757	100
4462	6	-5	1758	100
4463	6	-5	1758	100
4464	6	-5	1758	100
4465	6	-5	1759	100
4466	6	-5	1759	100
4467	5	-5	1760	100
4468	5	-5	1760	100
4469	5	-5	1760	100
4470	5	-5	1761	100
4471	5	-5	1761	100
4472	5	-5	1761	100
4473	5	-5	1762	100
4474	5	-5	1762	100
4475	5	-5	1763	100
4476	5	-5	1763	100
4477	5	-5	1763	100
4478	5	-5	1764	100
4479	5	-5	1764	100
4480	5	-5	1764	100
4481	5	-4	1765	100
4482	5	-4	1765	100
4483	5	-4	1765	100
4484	5	-4	1766	100
4485	5	-4	1766	100
4486	5	-4	1766	100
4487	4	-4	1767	100
4488	4	-4	1767	100
4489	4	-4	1768	100
4490	4	-4	1768	100
4491	4	-4	1768	100
4492	4	-4	1769	100
4493	4	-4	1769	100
4494	4	-4	1769	100
4495	4	-4	1770	100
4496	4	-4	1770	100
4497	4	-4	1770	100
4498	4	-4	1771	100
4499	4	-4	1771	100
4500	4	-4	1771	100
4501	4	-4	1771	100
4502	4	-4	1772	100
4503	4	-4	1772	100
4504	4	-4	1772	100
4505	4	-3	1773	100
4506	4	-3	1773	100
4507	4	-3	1773	100
4508	4	-3	1774	100
4509	3	-3	1774	100
4510	3	-3	1774	100
4511	3	-3	1775	100
4512	3	-3	1775	100
4513	3	-3	1775	100
4514	3	-3	1776	100
4515	3	-3	1776	100
4516	3	-3	1776	100
4517	3	-3	1776	100
4518	3	-3	1777	100
4519	3	-3	1777	100
4520	3	-3	1777	100
4521	3	-3	1778	100
4522	3	-3	1778	100
4523	3	-3	1778	100
4524	3	-3	1778	100
4525	3	-3	1779	100
4526	3	-3	1779	100
4527	3	-3	1779	100
4528	3	-3	1779	100
4529	3	-3	1780	100
4530	3	-3	1780	100
4531	3	-3	1780	100
4532	3	-3	1781	100
4533	3	-2	1781	100
4534	3	-2	1781	100
4535	2	-2	1781	100
4536	2	-2	1782	100
4537	2	-2	1782	100
4538	2	-2	1782	100
4539	2	-2	1782	100
4540	2	-2	1783	100
4541	2	-2	1783	100
4542	2	-2	1783	100
4543	2	-2	1783	100
4544	2	-2	1784	100
4545	2	-2	1784	100
4546	2	-2	1784	100
4547	2	-2	1784	100
4548	2	-2	1785	100
4549	2	-2	1785	100
4550	2	-2	1785	100
4551	2	-2	1785	100
4552	2	-2	1785	100
4553	2	-2	1786	100
4554	2	-2	1786	100
4555	2	-2	1786	100
4556	2	-2	1786	100
4557	2	-2	1787	100
4558	2	-2	1787	100
4559	2	-2	1787	100
4560	2	-2	1787	100
4561	2	-2	1787	100
4562	2	-2	1788	100
4563	2	-2	1788	100
4564	2	-2	1788	100
4565	2	-2	1788	100
4566	2	-1	1789	100
4567	1	-1	1789	100
4568	1	-1	1789	100
4569	1	-1	1789	100
4570	1	-1	1789	100
4571	1	-1	1790	100
4572	1	-1	1790	100
4573	1	-1	1790	100
4574	1	-1	1790	100
4575	1	-1	1790	100
4576	1	-1	1790	100
4577	1	-1	1791	100
4578	1	-1	1791	100
4579	1	-1	1791	100
4580	1	-1	1791	100
4581	1	-1	1791	100
4582	1	-1	1792	100
4583	1	-1	1792	100
4584	1	-1	1792	100
4585	1	-1	1792	100
4586	1	-1	1792	100
4587	1	-1	1792	100
4588	1	-1	1793	100
4589	1	-1	1793	100
4590	1	-1	1793	100
4591	1	-1	1793	100
4592	1	-1	1793	100
4593	1	-1	1793	100
4594	1	-1	1793	100
4595	1	-1	1794	100
4596	1	-1	1794	100
4597	1	-1	1794	100
4598	1	-1	1794	100
4599	1	-1	1794	100
4600	1	-1	1794	100
4601	1	-1	1795	100
4602	1	-1	1795	100
4603	1	-1	1795	100
4604	1	-1	1795	100
4605	1	-1	1795	100
4606	1	-1	1795	100
4607	1	-1	1795	100
4608	1	-1	1795	100
4609	1	-1	1796	100
4610	1	-1	1796	100
4611	1	-1	1796	100
4612	1	-1	1796	100
4613	1	-1	1796	100
4614	0	-0	1796	100
4615	0	-0	1796	100
4616	0	-0	1796	100
4617	0	-0	1797	100
4618	0	-0	1797	100
4619	0	-0	1797	100
4620	0	-0	1797	100
4621	0	-0	1797	100
4622	0	-0	1797	100
4623	0	-0	1797	100
4624	0	-0	1797	100
4625	0	-0	1797	100
4626	0	-0	1797	100
4627	0	-0	1798	100
4628	0	-0	1798	100
4629	0	-0	1798	100
4630	0	-0	1798	100
4631	0	-0	1798	100
4632	0	-0	1798	100
4633	0	-0	1798	100
4634	0	-0	1798	100
4635	0	-0	1798	100
4636	0	-0	1798	100
4637	0	-0	1798	100
4638	0	-0	1798	100
4639	0	-0	1799	100
4640	0	-0	1799	100
4641	0	-0	1799	100
4642	0	-0	1799	100
4643	0	-0	1799	100
4644	0	-0	1799	100
4645	0	-0	1799	100
4646	0	-0	1799	100
4647	0	-0	1799	100
4648	0	-0	1799	100
4649	0	-0	1799	100
4650	0	-0	1799	100
4651	0	-0	1799	100
4652	0	-0	1799	100
4653	0	-0	1799	100
4654	0	-0	1799	100
4655	0	-0	1799	100
4656	0	-0	1800	100
4657	0	-0	1800	100
4658	0	-0	1800	100
4659	0	-0	1800	100
4660	0	-0	1800	100
4661	0	-0	1800	100
4662	0	-0	1800	100
4663	0	-0	1800	100
4664	0	-0	1800	100
4665	0	-0	1800	100
4666	0	-0	1800	100
4667	0	-0	1800	100
4668	0	-0	1800	100
4669	0	-0	1800	100
4670	0	-0	1800	100
4671	0	-0	1800	100
4672	0	-0	1800	100
4673	0	-0	1800	100
4674	0	-0	1800	100
4675	0	-0	1800	100
4676	0	-0	1800	100
4677	0	-0	1800	100
4678	0	-0	1800	100
4679	0	-0	1800	100
4680	0	-0	1800	100
4681	-129	0	2700	3866
4682	-129	0	2700	3866
4683	-129	0	2700	3866
4684	-129	0	2700	3865
4685	-129	0	2700	3865
4686	-129	0	2700	3865
4687	-128	0	2700	3865
4688	-128	0	2700	3865
4689	-128	0	2700	3865
4690	-128	0	2700	3864
4691	-128	0	2700	3864
4692	-128	0	2700	3864
4693	-128	0	2700	3863
4694	-128	0	2700	3863
4695	-128	0	2700	3863
4696	-128	0	2700	3862
4697	-128	0	2700	3862
4698	-128	0	2700	3861
4699	-128	0	2700	3861
4700	-128	0	2700	3860
4701	-128	0	2700	3860
4702	-128	0	2700	3859
4703	-128	0	2700	3859
4704	-128	0	2700	3858
4705	-128	0	2700	3857
4706	-128	0	2700	3857
4707	-128	0	2700	3856
4708	-128	0	2700	3855
4709	-128	0	2700	3855
4710	-128	0	2700	3854
4711	-128	0	2700	3853
4712	-128	0	2700	3852
4713	-127	0	2700	3851
4714	-127	0	2700	3850
4715	-127	0	2700	3849
4716	-127	0	2700	3849
4717	-127	0	2700	3848
4718	-127	0	2700	3847
4719	-127	0	2700	3846
4720	-127	0	2700	3845
4721	-127	0	2700	3843
4722	-127	0	2700	3842
4723	-127	0	2700	3841
4724	-127	0	2700	3840
4725	-127	0	2700	3839
4726	-126	0	2700	3838
4727	-126	0	2700	3837
4728	-126	0	2700	3835
4729	-126	0	2700	3834
4730	-126	0	2700	3833
4731	-126	0	2700	3831
4732	-126	0	2700	3830
4733	-126	0	2700	3829
4734	-126	0	2700	3827
4735	-126	0	2700	3826
4736	-125	0	2700	3824
4737	-125	0	2700	3823
4738	-125	0	2700	3821
4739	-125	0	2700	3820
4740	-125	0	2700	3818
4741	-125	0	2700	3817
4742	-125	0	2700	3815
4743	-125	0	2700	3813
4744	-124	0	2700	3812
4745	-124	0	2700	3810
4746	-124	0	2700	3808
4747	-124	0	2700	3806
4748	-124	0	2700	3805
4749	-124	0	2700	3803
4750	-124	0	2700	3801
4751	-124	0	2700	3799
4752	-123	0	2700	3797
4753	-123	0	2700	3795
4754	-123	0	2700	3793
4755	-123	0	2700	3791
4756	-123	0	2700	3789
4757	-123	0	2700	3787
4758	-122	0	2700	3785
4759	-122	0	2700	3783
4760	-122	0	2700	3781
4761	-122	0	2700	3779
4762	-122	0	2700	3777
4763	-122	0	2700	3775
4764	-122	0	2700	3773
4765	-121	0	2700	3770
4766	-121	0	2700	3768
4767	-121	0	2700	3766
4768	-121	0	2700	3763
4769	-121	0	2700	3761
4770	-120	0	2700	3759
4771	-120	0	2700	3756
4772	-120	0	2700	3754
4773	-120	0	2700	3752
4774	-120	0	2700	3749
4775	-120	0	2700	3747
4776	-119	0	2700	3744
4777	-119	0	2700	3742
4778	-119	0	2700	3739
4779	-119	0	2700	3736
4780	-119	0	2700	3734
4781	-118	0	2700	3731
4782	-118	0	2700	3728
4783	-118	0	2700	3726
4784	-118	0	2700	3723
4785	-118	0	2700	3720
4786	-117	0	2700	3717
4787	-117	0	2700	3715
4788	-117	0	2700	3712
4789	-117	0	2700	3709
4790	-116	0	2700	3706
4791	-116	0	2700	3703
4792	-116	0	2700	3700
4793	-116	0	2700	3697
4794	-116	0	2700	3694
4795	-115	0	2700	3691
4796	-115	0	2700	3688
4797	-115	0	2700	3685
4798	-115	0	2700	3682
4799	-114	0	2700	3679
4800	-114	0	2700	3676
4801	-114	0	2700	3672
4802	-114	0	2700	3669
4803	-113	0	2700	3666
4804	-113	0	2700	3663
4805	-113	0	2700	3660
4806	-113	0	2700	3656
4807	-112	0	2700	3653
4808	-112	0	2700	3650
4809	-112	0	2700	3646
4810	-112	0	2700	3643
4811	-111	0	2700	3639
4812	-111	0	2700	3636
4813	-111	0	2700	3632
4814	-111	0	2700	3629
4815	-110	0	2700	3625
4816	-110	0	2700	3622
4817	-110	0	2700	3618
4818	-110	0	2700	3614
4819	-109	0	2700	3611
4820	-109	0	2700	3607
4821	-109	0	2700	3603
4822	-108	0	2700	3600
4823	-108	0	2700	3596
4824	-108	0	2700	3592
4825	-108	0	2700	3588
4826	-107	0	2700	3584
4827	-107	0	2700	3581
4828	-107	0	2700	3577
4829	-106	0	2700	3573
4830	-106	0	2700	3569
4831	-106	0	2700	3565
4832	-106	0	2700	3561
4833	-105	0	2700	3557
4834	-105	0	2700	3553
4835	-105	0	2700	3549
4836	-104	0	2700	3545
4837	-104	0	2700	3540
4838	-104	0	2700	3536
4839	-103	0	2700	3532
4840	-103	0	2700	3528
4841	-103	0	2700	3524
4842	-102	0	2700	3519
4843	-102	0	2700	3515
4844	-102	0	2700	3511
4845	-101	0	2700	3506
4846	-101	0	2700	3502
4847	-101	0	2700	3498
4848	-100	0	2700	3493
4849	-100	0	2700	3489
4850	-100	0	2700	3484
4851	-99	0	2700	3480
4852	-99	0	2700	3475
4853	-99	0	2700	3471
4854	-98	0	2700	3466
4855	-98	0	2700	3462
4856	-98	0	2700	3457
4857	-97	0	2700	3452
4858	-97	0	2700	3448
4859	-97	0	2700	3443
4860	-96	0	2700	3438
4861	-96	0	2700	3433
4862	-96	0	2700	3429
4863	-95	0	2700	3424
4864	-95	0	2700	3419
4865	-94	0	2700	3414
4866	-94	0	2700	3409
4867	-94	0	2700	3404
4868	-93	0	2700	3399
4869	-93	0	2700	3394
4870	-93	0	2700	3389
4871	-92	0	2700	3384
4872	-92	0	2700	3379
4873	-91	0	2700	3374
4874	-91	0	2700	3369
4875	-91	0	2700	3364
4876	-90	0	2700	3359
4877	-90	0	2700	3354
4878	-90	0	2700	3348
4879	-89	0	2700	3343
4880	-89	0	2700	3338
4881	-88	0	2700	3333
4882	-88	0	2700	3327
4883	-88	0	2700	3322
4884	-87	0	2700	3317
4885	-87	0	2700	3311
4886	-86	0	2700	3306
4887	-86	0	2700	3300
4888	-85	0	2700	3295
4889	-85	0	2700	3289
4890	-85	0	2700	3284
4891	-84	0	2700	3278
4892	-84	0	2700	3273
4893	-83	0	2700	3267
4894	-83	0	2700	3261
4895	-83	0	2700	3256
4896	-82	0	2700	3250
4897	-82	0	2700	3244
4898	-81	0	2700	3239
4899	-81	0	2700	3233
4900	-80	0	2700	3227
4901	-80	0	2700	3221
4902	-79	0	2700	3215
4903	-79	0	2700	3210
4904	-79	0	2700	3204
4905	-78	0	2700	3198
4906	-78	0	2700	3192
4907	-77	0	2700	3186
4908	-77	0	2700	3180
4909	-76	0	2700	3174
4910	-76	0	2700	3168
4911	-75	0	2700	3162
4912	-75	0	2700	3156
4913	-74	0	2700	3149
4914	-74	0	2700	3143
4915	-74	0	2700	3137
4916	-73	0	2700	3131
4917	-73	0	2700	3125
4918	-72	0	2700	3118
4919	-72	0	2700	3112
4920	-71	0	2700	3106
4921	-71	0	2700	3099
4922	-70	0	2700	3093
4923	-70	0	2700	3087
4924	-69	0	2700	3080
4925	-69	0	2700	3074
4926	-68	0	2700	3067
4927	-68	0	2700	3061
4928	-67	0	2700	3054
4929	-67	0	2700	3048
4930	-66	0	2700	3041
4931	-66	0	2700	3035
4932	-65	0	2700	3028
4933	-65	0	2700	3021
4934	-64	0	2700	3015
4935	-64	0	2700	3008
4936	-63	0	2700	3001
4937	-63	0	2700	2994
4938	-62	0	2700	2988
4939	-62	0	2700	2981
4940	-61	0	2700	2974
4941	-61	0	2700	2967
4942	-60	0	2700	2960
4943	-60	0	2700	2953
4944	-59	0	2700	2946
4945	-59	0	2700	2939
4946	-58	0	2700	2932
4947	-58	0	2700	2925
4948	-57	0	2700	2918
4949	-56	0	2700	2911
4950	-56	0	2700	2904
4951	-55	0	2700	2897
4952	-55	0	2700	2890
4953	-54	0	2700	2882
4954	-54	0	2700	2875
4955	-53	0	2700	2868
4956	-53	0	2700	2861
4957	-52	0	2700	2853
4958	-52	0	2700	2846
4959	-51	0	2700	2839
4960	-50	0	2700	2831
4961	-50	0	2700	2824
4962	-49	0	2700	2817
4963	-49	0	2700	2809
4964	-48	0	2700	2802
4965	-48	0	2700	2794
4966	-47	0	2700	2787
4967	-47	0	2700	2779
4968	-46	0	2700	2771
4969	-45	0	2700	2764
4970	-45	0	2700	2756
4971	-44	0	2700	2748
4972	-44	0	2700	2741
4973	-43	0	2700	2733
4974	-42	0	2700	2725
4975	-42	0	2700	2718
4976	-41	0	2700	2710
4977	-41	0	2700	2702
4978	-40	0	2700	2694
4979	-40	0	2700	2686
4980	-39	0	2700	2678
4981	-38	0	2700	2670
4982	-38	0	2700	2662
4983	-37	0	2700	2654
4984	-37	0	2700	2646
4985	-36	0	2700	2638
4986	-35	0	2700	2630
4987	-35	0	2700	2622
4988	-34	0	2700	2614
4989	-33	0	2700	2606
4990	-33	0	2700	2598
4991	-32	0	2700	2590
4992	-32	0	2700	2581
4993	-31	0	2700	2573
4994	-30	0	2700	2565
4995	-30	0	2700	2557
4996	-29	0	2700	2548
4997	-28	0	2700	2540
4998	-28	0	2700	2532
4999	-27	0	2700	2523
5000	-27	0	2700	2515
5001	-26	0	2700	2506
5002	-25	0	2700	2498
5003	-25	0	2700	2489
5004	-24	0	2700	2481
5005	-23	0	2700	2472
5006	-23	0	2700	2464
5007	-22	0	2700	2455
5008	-21	0	2700	2446
5009	-21	0	2700	2438
5010	-20	0	2700	2429
5011	-19	0	2700	2420
5012	-19	0	2700	2412
5013	-18	0	2700	2403
5014	-17	0	2700	2394
5015	-17	0	2700	2385
5016	-16	0	2700	2376
5017	-15	0	2700	2367
5018	-15	0	2700	2358
5019	-14	0	2700	2350
5020	-13	0	2700	2341
5021	-13	0	2700	2332
5022	-12	0	2700	2323
5023	-11	0	2700	2314
5024	-11	0	2700	2304
5025	-10	0	2700	2295
5026	-9	0	2700	2286
5027	-9	0	2700	2277
5028	-8	0	2700	2268
5029	-7	0	2700	2259
5030	-7	0	2700	2250
5031	-6	0	2700	2240
5032	-5	0	2700	2231
5033	-4	0	2700	2222
5034	-4	0	2700	2212
5035	-3	0	2700	2203
5036	-2	0	2700	2194
5037	-2	0	2700	2184
5038	-1	0	2700	2175
5039	-0	0	2700	2165
5040	0	0	2700	2156
5041	1	0	2700	2146
5042	2	0	2700	2137
5043	3	0	2700	2127
5044	3	0	2700	2118
5045	4	0	2700	2108
5046	5	0	2700	2098
5047	6	0	2700	2089
5048	6	0	2700	2079
5049	7	0	2700	2069
5050	8	0	2700	2060
5051	9	0	2700	2050
5052	9	0	2700	2040
5053	10	0	2700	2030
5054	11	0	2700	2020
5055	11	0	2700	2010
5056	12	0	2700	2001
5057	13	0	2700	1991
5058	14	0	2700	1981
5059	14	0	2700	1971
5060	15	0	2700	1962
5061	16	0	2700	1952
5062	17	0	2700	1942
5063	17	0	2700	1933
5064	18	0	2700	1923
5065	19	0	2700	1913
5066	20	0	2700	1904
5067	20	0	2700	1894
5068	21	0	2700	1885
5069	22	0	2700	1875
5070	22	0	2700	1866
5071	23	0	2700	1856
5072	24	0	2700	1847
5073	25	0	2700	1838
5074	25	0	2700	1828
5075	26	0	2700	1819
5076	27	0	2700	1810
5077	27	0	2700	1800
5078	28	0	2700	1791
5079	29	0	2700	1782
5080	29	0	2700	1773
5081	30	0	2700	1764
5082	31	0	2700	1754
5083	31	0	2700	1745
5084	32	0	2700	1736
5085	33	0	2700	1727
5086	34	0	2700	1718
5087	34	0	2700	1709
5088	35	0	2700	1700
5089	36	0	2700	1691
5090	36	0	2700	1682
5091	37	0	2700	1673
5092	38	0	2700	1664
5093	38	0	2700	1656
5094	39	0	2700	1647
5095	40	0	2700	1638
5096	40	0	2700	1629
5097	41	0	2700	1620
5098	42	0	2700	1612
5099	42	0	2700	1603
5100	43	0	2700	1594
5101	44	0	2700	1586
5102	44	0	2700	1577
5103	45	0	2700	1568
5104	45	0	2700	1560
5105	46	0	2700	1551
5106	47	0	2700	1543
5107	47	0	2700	1534
5108	48	0	2700	1526
5109	49	0	2700	1517
5110	49	0	2700	1509
5111	50	0	2700	1501
5112	51	0	2700	1492
5113	51	0	2700	1484
5114	52	0	2700	1476
5115	52	0	2700	1467
5116	53	0	2700	1459
5117	54	0	2700	1451
5118	54	0	2700	1443
5119	55	0	2700	1435
5120	56	0	2700	1427
5121	56	0	2700	1418
